gbifID;datasetKey;occurrenceID;kingdom;phylum;class;order;family;genus;species;infraspecificEpithet;taxonRank;scientificName;verbatimScientificName;verbatimScientificNameAuthorship;countryCode;locality;stateProvince;occurrenceStatus;individualCount;publishingOrgKey;decimalLatitude;decimalLongitude;coordinateUncertaintyInMeters;coordinatePrecision;elevation;elevationAccuracy;depth;depthAccuracy;eventDate;day;month;year;taxonKey;speciesKey;basisOfRecord;institutionCode;collectionCode;catalogNumber;recordNumber;identifiedBy;dateIdentified;license;rightsHolder;recordedBy;typeStatus;establishmentMeans;lastInterpreted;mediaType;issue
2864851649;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59629370;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-04-03T19:40:00;3;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59629370;;Matt Hunter;2020-09-14T23:27:59;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T23:16:08.417Z;;COORDINATE_ROUNDED
2864836622;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59629361;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-04-03T00:13:00;3;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59629361;;Matt Hunter;2020-09-14T23:27:57;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:55:59.651Z;;COORDINATE_ROUNDED
2864830507;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59620727;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-22T05:28:00;22;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59620727;;Matt Hunter;2020-09-14T21:52:44;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T23:16:19.743Z;;COORDINATE_ROUNDED
2864822289;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59625034;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-26T11:08:00;26;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59625034;;Matt Hunter;2020-09-14T22:39:33;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T23:16:10.381Z;;COORDINATE_ROUNDED
2864822281;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59620750;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-23T14:08:00;23;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59620750;;Matt Hunter;2020-09-14T21:52:48;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T23:16:21.081Z;;COORDINATE_ROUNDED
2864801180;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59625033;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-26T11:31:00;26;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59625033;;Matt Hunter;2020-09-14T22:39:33;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T23:16:04.941Z;;COORDINATE_ROUNDED
2864798673;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59625068;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-28T11:20:00;28;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59625068;;Matt Hunter;2020-09-14T22:39:41;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:33:29.834Z;;COORDINATE_ROUNDED
2864774651;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59629334;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-31T21:50:00;31;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59629334;;Matt Hunter;2020-09-14T23:27:50;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:57:33.510Z;;COORDINATE_ROUNDED
2864770581;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59620719;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-21T17:06:00;21;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59620719;;Matt Hunter;2020-09-14T21:52:42;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:56:24.641Z;;COORDINATE_ROUNDED
2864767210;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59629376;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-31T18:50:00;31;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59629376;;Matt Hunter;2020-09-14T23:28:01;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:56:08.544Z;;COORDINATE_ROUNDED
2864734601;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59620765;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-23T23:48:00;23;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59620765;;Matt Hunter;2020-09-14T21:52:51;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:33:54.532Z;;COORDINATE_ROUNDED
2864725608;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59625058;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-27T17:44:00;27;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59625058;;Matt Hunter;2020-09-14T22:39:39;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T23:16:32.042Z;;COORDINATE_ROUNDED
2864722568;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59629354;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-04-01T18:19:00;1;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59629354;;Matt Hunter;2020-09-14T23:27:55;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:56:51.654Z;;COORDINATE_ROUNDED
2864721611;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59620764;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-23T23:46:00;23;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59620764;;Matt Hunter;2020-09-14T21:52:50;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:57:01.424Z;;COORDINATE_ROUNDED
2864710458;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59629356;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-04-02T05:59:00;2;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59629356;;Matt Hunter;2020-09-14T23:27:55;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T23:16:09.302Z;;COORDINATE_ROUNDED
2864710074;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59620730;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-22T09:32:00;22;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59620730;;Matt Hunter;2020-09-14T21:52:44;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:56:59.621Z;;COORDINATE_ROUNDED
2864676343;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59629357;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-04-02T06:07:00;2;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59629357;;Chris Armstrong;2020-09-15T14:29:29;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:33:24.581Z;;COORDINATE_ROUNDED
2864635882;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/59620710;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.225386;-123.380216;16;;;;;;2020-03-21T10:28:00;21;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;59620710;;Matt Hunter;2020-09-14T21:52:41;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:56:38.765Z;;COORDINATE_ROUNDED
2856761684;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/57178902;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;Lynx rufus;;SPECIES;Lynx rufus (Schreber, 1777);Lynx rufus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;41.995016;-120.324793;147;;;;;;2020-08-21T18:25:04;21;8;2020;2435246;2435246;HUMAN_OBSERVATION;iNaturalist;Observations;57178902;;aarman;2020-08-22T01:25:50;CC_BY_NC_4_0;aarman;aarman;;;2021-05-09T22:33:43.543Z;StillImage;COORDINATE_ROUNDED
2851155426;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/56910049;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;California;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;41.339861;-122.072208;14;;;;;;2020-08-18T20:15:00;18;8;2020;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;56910049;;Kathy Claypole Biggs;2020-08-19T05:13:39;CC_BY_NC_4_0;Kathy Claypole Biggs;Kathy Claypole Biggs;;;2021-05-09T22:33:35.309Z;StillImage;COORDINATE_ROUNDED
2818714046;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/52890463;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;California;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;41.967645;-120.166197;;;;;;;2020-06-27T13:48:00;27;6;2020;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;52890463;;Paul G. Johnson;2020-07-13T01:19:35;CC_BY_NC_4_0;Paul G. Johnson;Paul G. Johnson;;;2021-05-09T22:56:29.605Z;StillImage;COORDINATE_ROUNDED
2818701501;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/51692467;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;California;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;41.335958;-124.003853;;;;;;;2020-06-26T08:02:30;26;6;2020;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;51692467;;Ryan;2020-07-02T14:28:13;CC_BY_NC_4_0;Ryan;Ryan;;;2021-05-09T23:15:38.794Z;StillImage;COORDINATE_ROUNDED
2634597628;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/47348975;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;Lynx rufus;;SPECIES;Lynx rufus (Schreber, 1777);Lynx rufus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;45.620084;-122.811309;49;;;;;;2020-05-15T08:05:54;15;5;2020;2435246;2435246;HUMAN_OBSERVATION;iNaturalist;Observations;47348975;;pdxloon;2020-05-26T00:42:18;CC_BY_NC_4_0;pdxloon;pdxloon;;;2021-05-09T22:33:04.617Z;StillImage;COORDINATE_ROUNDED
2634534429;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/48478253;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;Lynx rufus;;SPECIES;Lynx rufus (Schreber, 1777);Lynx rufus;;US;;Washington;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;45.729117;-121.514099;416;;;;;;2020-06-03T19:14:00;3;6;2020;2435246;2435246;HUMAN_OBSERVATION;iNaturalist;Observations;48478253;;reesec3;2020-06-04T21:43:00;CC_BY_NC_4_0;reesec3;reesec3;;;2021-05-09T22:55:59.309Z;StillImage;COORDINATE_ROUNDED
2634408748;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/47430522;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;Lynx rufus;;SPECIES;Lynx rufus (Schreber, 1777);Lynx rufus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;45.576438;-123.259108;5;;;;;;2020-04-13T12:47:32;13;4;2020;2435246;2435246;HUMAN_OBSERVATION;iNaturalist;Observations;47430522;;eedrin;2020-05-26T19:09:55;CC_BY_NC_4_0;eedrin;eedrin;;;2021-05-09T22:55:49.811Z;StillImage;COORDINATE_ROUNDED
2634371493;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/35389022;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.492782;-123.05332;10;;;;;;2019-07-21T01:41:00;21;7;2019;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;35389022;;Jade Keehn;2019-11-06T23:27:33;CC_BY_NC_4_0;Jade Keehn;Jade Keehn;;;2021-05-09T22:31:58.321Z;StillImage;COORDINATE_ROUNDED
2634248487;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/35389060;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.492782;-123.05332;10;;;;;;2019-08-31T19:11:00;31;8;2019;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;35389060;;Jade Keehn;2019-11-06T23:28:09;CC_BY_NC_4_0;Jade Keehn;Jade Keehn;;;2021-05-09T23:15:30.350Z;StillImage;COORDINATE_ROUNDED
2634239391;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/26570311;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.492423;-123.054786;152;;;;;;2019-06-01T21:14:00;1;6;2019;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;26570311;;Jade Keehn;2019-06-07T20:48:57;CC_BY_NC_4_0;Jade Keehn;Jade Keehn;;;2021-05-09T22:31:15.449Z;StillImage;COORDINATE_ROUNDED
2634027471;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/34891154;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.49131;-123.064164;9;;;;;;2019-08-14T15:22:00;14;8;2019;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;34891154;;Jade Keehn;2019-10-25T23:16:52;CC_BY_NC_4_0;Jade Keehn;Jade Keehn;;;2021-05-09T22:31:58.284Z;StillImage;COORDINATE_ROUNDED
2633976482;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/34891140;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.49131;-123.064164;9;;;;;;2019-08-03T06:30:00;3;8;2019;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;34891140;;Jade Keehn;2019-10-25T23:16:43;CC_BY_NC_4_0;Jade Keehn;Jade Keehn;;;2021-05-09T22:54:22.539Z;StillImage;COORDINATE_ROUNDED
2633955403;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/26570308;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.492423;-123.054786;152;;;;;;2019-06-01T11:26:00;1;6;2019;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;26570308;;Jade Keehn;2019-06-07T20:48:56;CC_BY_NC_4_0;Jade Keehn;Jade Keehn;;;2021-05-09T22:54:37.829Z;StillImage;COORDINATE_ROUNDED
2626642596;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/46408428;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;Lynx rufus;;SPECIES;Lynx rufus (Schreber, 1777);Lynx rufus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.257222;-122.893806;9;;;;;;2020-05-18T12:25:00;18;5;2020;2435246;2435246;HUMAN_OBSERVATION;iNaturalist;Observations;46408428;;schleifandrew;2020-05-18T19:35:48;CC_BY_NC_4_0;schleifandrew;schleifandrew;;;2021-05-09T22:33:00.864Z;StillImage;COORDINATE_ROUNDED
2626532232;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/45682051;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;Lynx rufus;;SPECIES;Lynx rufus (Schreber, 1777);Lynx rufus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.257505;-122.893826;17;;;;;;2019-10-01T02:56:14;1;10;2019;2435246;2435246;HUMAN_OBSERVATION;iNaturalist;Observations;45682051;;schleifandrew;2020-05-12T14:34:11;CC_BY_NC_4_0;schleifandrew;schleifandrew;;;2021-05-09T22:32:36.449Z;StillImage;COORDINATE_ROUNDED
2626306811;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/45273986;Animalia;Chordata;Mammalia;Carnivora;Felidae;Lynx;Lynx rufus;;SPECIES;Lynx rufus (Schreber, 1777);Lynx rufus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;45.403664;-121.436738;2538;;;;;;2020-05-07T08:25:25;7;5;2020;2435246;2435246;HUMAN_OBSERVATION;iNaturalist;Observations;45273986;;Brodie Cass Talbott;2020-05-08T15:50:21;CC_BY_NC_4_0;Brodie Cass Talbott;Brodie Cass Talbott;;;2021-05-09T23:15:36.467Z;StillImage;COORDINATE_ROUNDED
2611248145;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/44290979;Animalia;Chordata;Mammalia;Carnivora;Felidae;Puma;Puma concolor;;SPECIES;Puma concolor (Linnaeus, 1771);Puma concolor;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.890085;-122.721812;;;;;;;2020-04-09T17:46:09;9;4;2020;2435099;2435099;HUMAN_OBSERVATION;iNaturalist;Observations;44290979;;Jaime Marcelo Aranda Sánchez;2020-04-30T00:14:58;CC_BY_NC_4_0;Shalayna Ewing;Shalayna Ewing;;;2021-05-09T22:55:45.298Z;StillImage;COORDINATE_ROUNDED
2609156980;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/42766596;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;45.589978;-123.053017;5;;;;;;2020-04-20T16:22:01;20;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;42766596;;i_am_an_alien46sg;2020-04-21T16:44:09;CC_BY_NC_4_0;i_am_an_alien46sg;i_am_an_alien46sg;;;2021-05-09T23:16:03.243Z;StillImage;COORDINATE_ROUNDED
2603463551;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/41973189;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.21798;-123.35222;10;;;;;;2020-03-24T01:57:00;24;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;41973189;;Matt Hunter;2020-04-12T04:00:31;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:55:33.471Z;;GEODETIC_DATUM_ASSUMED_WGS84
2603434164;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/41509303;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.228804;-123.37233;15;;;;;;2020-03-19T10:29:00;19;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;41509303;;Matt Hunter;2020-04-06T03:45:30;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:32:50.349Z;;COORDINATE_ROUNDED
2603431483;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/41939008;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;42.183143;-122.688698;10;;;;;;2020-04-10T18:29:02;10;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;41939008;;aafath;2020-04-11T20:43:54;CC_BY_NC_4_0;aafath;aafath;;;2021-05-09T22:32:54.062Z;StillImage;COORDINATE_ROUNDED
2603283587;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/42116515;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;45.51832;-123.054267;5;;;;;;2020-04-13T13:51:11;13;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;42116515;;Conner Ties;2020-04-13T21:56:46;CC_BY_NC_4_0;chava28;chava28;;;2021-05-09T23:15:37.574Z;StillImage;COORDINATE_ROUNDED
2597822577;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/41547140;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;45.481818;-121.600227;165;;;;;;2020-04-06T11:44:01;6;4;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;41547140;;bellatina;2020-04-06T18:46:07;CC_BY_NC_4_0;bellatina;bellatina;;;2021-05-09T22:55:05.106Z;StillImage;COORDINATE_ROUNDED
2597711501;50c9509d-22c7-4a22-a47d-8c48425ef4a7;https://www.inaturalist.org/observations/41512810;Animalia;Chordata;Mammalia;Carnivora;Felidae;Felis;Felis catus;;SPECIES;Felis catus Linnaeus, 1758;Felis catus;;US;;Oregon;PRESENT;;28eb1a3f-1c15-4a95-931a-4af90ecb574d;43.238297;-123.36538;61;;;;;;2020-03-21T09:46:00;21;3;2020;2435035;2435035;HUMAN_OBSERVATION;iNaturalist;Observations;41512810;;Matt Hunter;2020-04-06T05:23:06;CC_BY_NC_4_0;Matt Hunter;Matt Hunter;;;2021-05-09T22:32:12.022Z;;COORDINATE_ROUNDED
